SOURCE	STRATA	DEP10	N_BREAK	TOTN	DISTFRAC
2	492	190	86	1480	.0581081081081081
2	492	200	54	1480	.0364864864864865
2	492	210	6	1480	.00405405405405405
2	493	30	1	619	.00161550888529887
2	493	40	11	619	.0177705977382876
2	493	50	58	619	.0936995153473344
2	493	60	95	619	.153473344103393
2	493	70	145	619	.234248788368336
2	493	80	156	619	.252019386106624
2	493	90	133	619	.21486268174475
2	493	100	20	619	.0323101777059774
2	494	30	13	542	.0239852398523985
2	494	40	84	542	.154981549815498
2	494	50	184	542	.339483394833948
2	494	60	92	542	.169741697416974
2	494	70	82	542	.151291512915129
2	494	80	61	542	.112546125461255
2	494	90	26	542	.0479704797047971
2	495	30	10	787	.0127064803049555
2	495	40	60	787	.0762388818297332
2	495	50	93	787	.118170266836086
2	495	60	115	787	.146124523506989
2	495	70	153	787	.19440914866582
2	495	80	237	787	.301143583227446
2	495	90	105	787	.133418043202033
2	495	100	14	787	.0177890724269377
1	440	190	2	107	.0186915887850467
1	440	200	2	107	.0186915887850467
1	440	210	4	107	.0373831775700935
1	440	220	7	107	.0654205607476636
1	440	230	4	107	.0373831775700935
1	440	240	9	107	.0841121495327103
1	440	250	6	107	.0560747663551402
1	440	260	6	107	.0560747663551402
1	440	270	3	107	.0280373831775701
1	440	280	5	107	.0467289719626168
1	440	290	7	107	.0654205607476636
1	440	300	7	107	.0654205607476636
1	440	310	10	107	.0934579439252336
1	440	320	7	107	.0654205607476636
1	440	330	7	107	.0654205607476636
1	440	340	11	107	.102803738317757
1	440	350	6	107	.0560747663551402
1	440	360	3	107	.0280373831775701
1	440	380	1	107	.00934579439252336
1	441	90	4	116	.0344827586206897
1	441	100	15	116	.129310344827586
1	441	110	12	116	.103448275862069
1	441	120	12	116	.103448275862069
1	441	130	17	116	.146551724137931
1	441	140	14	116	.120689655172414
1	441	150	16	116	.137931034482759
1	441	160	11	116	.0948275862068966
1	441	170	11	116	.0948275862068966
1	441	180	2	116	.0172413793103448
1	441	190	1	116	.00862068965517241
1	441	200	1	116	.00862068965517241
1	442	40	2	125	.016
1	442	50	12	125	.096
1	442	60	32	125	.256
1	442	70	46	125	.368
1	442	80	29	125	.232
1	442	90	4	125	.032
1	443	60	9	120	.075
1	443	70	30	120	.25
1	443	80	51	120	.425
1	443	90	18	120	.15
1	443	100	5	120	.0416666666666667
1	443	110	2	120	.0166666666666667
1	443	120	2	120	.0166666666666667
1	443	130	1	120	.00833333333333333
1	443	140	1	120	.00833333333333333
1	443	200	1	120	.00833333333333333
1	444	60	1	171	.00584795321637427
1	444	80	4	171	.0233918128654971
1	444	90	8	171	.0467836257309942
1	444	100	18	171	.105263157894737
1	444	110	16	171	.0935672514619883
1	444	120	22	171	.128654970760234
1	444	130	36	171	.210526315789474
1	444	140	15	171	.087719298245614
1	444	150	26	171	.152046783625731
1	444	160	10	171	.0584795321637427
1	444	170	8	171	.0467836257309942
1	444	180	2	171	.0116959064327485
1	444	200	1	171	.00584795321637427
1	444	210	1	171	.00584795321637427
1	444	220	2	171	.0116959064327485
1	444	260	1	171	.00584795321637427
1	445	90	3	120	.025
1	445	100	1	120	.00833333333333333
1	445	120	1	120	.00833333333333333
1	445	130	4	120	.0333333333333333
1	445	160	1	120	.00833333333333333
1	445	170	1	120	.00833333333333333
1	445	180	4	120	.0333333333333333
1	445	190	6	120	.05
1	445	200	12	120	.1
1	445	210	10	120	.0833333333333333
1	445	220	15	120	.125
1	445	230	10	120	.0833333333333333
1	445	240	10	120	.0833333333333333
1	445	250	10	120	.0833333333333333
1	445	260	12	120	.1
1	445	270	9	120	.075
1	445	280	4	120	.0333333333333333
1	445	290	2	120	.0166666666666667
1	445	320	1	120	.00833333333333333
1	445	330	1	120	.00833333333333333
1	445	350	2	120	.0166666666666667
1	445	390	1	120	.00833333333333333
1	446	200	6	88	.0681818181818182
1	446	210	1	88	.0113636363636364
1	446	220	6	88	.0681818181818182
1	446	230	6	88	.0681818181818182
1	446	240	12	88	.136363636363636
1	446	250	6	88	.0681818181818182
1	446	260	3	88	.0340909090909091
1	446	270	5	88	.0568181818181818
1	446	280	9	88	.102272727272727
1	446	290	5	88	.0568181818181818
1	446	300	2	88	.0227272727272727
1	446	310	4	88	.0454545454545455
1	446	320	8	88	.0909090909090909
1	446	330	2	88	.0227272727272727
1	446	340	7	88	.0795454545454546
1	446	350	1	88	.0113636363636364
1	446	360	3	88	.0340909090909091
1	446	370	1	88	.0113636363636364
1	446	390	1	88	.0113636363636364
1	447	30	5	161	.031055900621118
1	447	40	34	161	.211180124223603
1	447	50	50	161	.31055900621118
1	447	60	45	161	.279503105590062
1	447	70	12	161	.0745341614906832
1	447	80	8	161	.0496894409937888
1	447	90	4	161	.0248447204968944
1	447	100	3	161	.0186335403726708
1	448	40	2	153	.0130718954248366
1	448	50	27	153	.176470588235294
1	448	60	76	153	.496732026143791
1	448	70	24	153	.156862745098039
1	448	80	16	153	.104575163398693
1	448	90	4	153	.0261437908496732
1	448	100	2	153	.0130718954248366
1	448	110	2	153	.0130718954248366
1	449	70	1	58	.0172413793103448
1	449	80	3	58	.0517241379310345
1	449	90	8	58	.137931034482759
1	449	100	17	58	.293103448275862
1	449	110	7	58	.120689655172414
1	449	120	9	58	.155172413793103
1	449	130	6	58	.103448275862069
1	449	140	3	58	.0517241379310345
1	449	150	3	58	.0517241379310345
1	449	180	1	58	.0172413793103448
1	450	50	1	86	.0116279069767442
1	450	60	1	86	.0116279069767442
1	450	80	3	86	.0348837209302326
1	450	90	10	86	.116279069767442
1	450	100	17	86	.197674418604651
1	450	110	11	86	.127906976744186
1	450	120	13	86	.151162790697674
1	450	130	10	86	.116279069767442
1	450	140	6	86	.0697674418604651
1	450	150	5	86	.0581395348837209
1	450	160	4	86	.0465116279069767
1	450	170	3	86	.0348837209302326
1	450	180	1	86	.0116279069767442
1	450	190	1	86	.0116279069767442
1	451	90	1	63	.0158730158730159
1	451	110	1	63	.0158730158730159
1	451	120	1	63	.0158730158730159
1	451	140	1	63	.0158730158730159
1	451	150	1	63	.0158730158730159
1	451	160	1	63	.0158730158730159
1	451	170	4	63	.0634920634920635
1	451	180	5	63	.0793650793650794
1	451	190	8	63	.126984126984127
1	451	200	4	63	.0634920634920635
1	451	210	5	63	.0793650793650794
1	451	220	4	63	.0634920634920635
1	451	230	6	63	.0952380952380952
1	451	240	4	63	.0634920634920635
1	451	250	4	63	.0634920634920635
1	451	260	2	63	.0317460317460317
1	451	270	1	63	.0158730158730159
1	451	280	1	63	.0158730158730159
1	451	290	1	63	.0158730158730159
1	451	300	1	63	.0158730158730159
1	451	310	3	63	.0476190476190476
1	451	330	2	63	.0317460317460317
1	451	360	1	63	.0158730158730159
1	451	370	1	63	.0158730158730159
1	452	130	1	62	.0161290322580645
1	452	150	1	62	.0161290322580645
1	452	160	2	62	.032258064516129
1	452	170	3	62	.0483870967741936
1	452	180	2	62	.032258064516129
1	452	190	4	62	.0645161290322581
1	452	200	11	62	.17741935483871
1	452	210	6	62	.0967741935483871
1	452	220	7	62	.112903225806452
1	452	230	7	62	.112903225806452
1	452	240	2	62	.032258064516129
1	452	250	5	62	.0806451612903226
1	452	260	4	62	.0645161290322581
1	452	270	2	62	.032258064516129
1	452	280	1	62	.0161290322580645
1	452	290	1	62	.0161290322580645
1	452	310	2	62	.032258064516129
1	452	320	1	62	.0161290322580645
1	453	150	2	76	.0263157894736842
1	453	160	2	76	.0263157894736842
1	453	180	2	76	.0263157894736842
1	453	190	8	76	.105263157894737
1	453	200	12	76	.157894736842105
1	453	210	7	76	.0921052631578947
1	453	220	6	76	.0789473684210526
1	453	230	5	76	.0657894736842105
1	453	240	12	76	.157894736842105
1	453	250	4	76	.0526315789473684
1	453	260	3	76	.0394736842105263
1	453	270	2	76	.0263157894736842
1	453	280	2	76	.0263157894736842
1	453	290	1	76	.0131578947368421
1	453	300	1	76	.0131578947368421
1	453	310	1	76	.0131578947368421
1	453	320	1	76	.0131578947368421
1	453	340	4	76	.0526315789473684
1	453	360	1	76	.0131578947368421
1	454	80	2	77	.025974025974026
1	454	90	7	77	.0909090909090909
1	454	100	24	77	.311688311688312
1	454	110	16	77	.207792207792208
1	454	120	11	77	.142857142857143
1	454	130	3	77	.038961038961039
1	454	140	6	77	.0779220779220779
1	454	150	5	77	.0649350649350649
1	454	170	2	77	.025974025974026
1	454	180	1	77	.012987012987013
1	455	20	2	241	.00829875518672199
1	455	30	14	241	.0580912863070539
1	455	40	46	241	.190871369294606
1	455	50	73	241	.302904564315353
1	455	60	53	241	.219917012448133
1	455	70	30	241	.12448132780083
1	455	80	22	241	.0912863070539419
1	455	90	1	241	.004149377593361
1	456	20	5	192	.0260416666666667
1	456	30	11	192	.0572916666666667
1	456	40	30	192	.15625
1	456	50	32	192	.166666666666667
1	456	60	49	192	.255208333333333
1	456	70	22	192	.114583333333333
1	456	80	25	192	.130208333333333
1	456	90	8	192	.0416666666666667
1	456	100	4	192	.0208333333333333
1	456	110	4	192	.0208333333333333
1	456	120	1	192	.00520833333333333
1	456	130	1	192	.00520833333333333
1	457	90	2	64	.03125
1	457	100	3	64	.046875
1	457	110	7	64	.109375
1	457	120	10	64	.15625
1	457	130	14	64	.21875
1	457	140	5	64	.078125
1	457	150	11	64	.171875
1	457	160	4	64	.0625
1	457	170	4	64	.0625
1	457	180	2	64	.03125
1	457	200	1	64	.015625
1	457	220	1	64	.015625
1	458	30	21	139	.151079136690648
1	458	40	24	139	.172661870503597
1	458	50	31	139	.223021582733813
1	458	60	27	139	.194244604316547
1	458	70	17	139	.122302158273381
1	458	80	13	139	.0935251798561151
1	458	90	4	139	.0287769784172662
1	458	100	1	139	.00719424460431655
1	458	110	1	139	.00719424460431655
1	459	60	2	137	.0145985401459854
1	459	70	8	137	.0583941605839416
1	459	80	15	137	.109489051094891
1	459	90	9	137	.0656934306569343
1	459	100	9	137	.0656934306569343
1	459	110	12	137	.0875912408759124
1	459	120	8	137	.0583941605839416
1	459	130	15	137	.109489051094891
1	459	140	10	137	.072992700729927
1	459	150	11	137	.0802919708029197
1	459	160	5	137	.0364963503649635
1	459	170	14	137	.102189781021898
1	459	180	7	137	.0510948905109489
1	459	190	3	137	.0218978102189781
1	459	200	2	137	.0145985401459854
1	459	210	4	137	.0291970802919708
1	459	220	1	137	.0072992700729927
1	459	250	1	137	.0072992700729927
1	459	270	1	137	.0072992700729927
1	460	90	1	74	.0135135135135135
1	460	100	1	74	.0135135135135135
1	460	110	3	74	.0405405405405405
1	460	120	3	74	.0405405405405405
1	460	130	13	74	.175675675675676
1	460	140	12	74	.162162162162162
1	460	150	13	74	.175675675675676
1	460	160	8	74	.108108108108108
1	460	170	12	74	.162162162162162
1	460	180	6	74	.0810810810810811
1	460	190	2	74	.027027027027027
1	461	150	1	62	.0161290322580645
1	461	180	2	62	.032258064516129
1	461	190	6	62	.0967741935483871
1	461	200	7	62	.112903225806452
1	461	210	8	62	.129032258064516
1	461	220	6	62	.0967741935483871
1	461	230	13	62	.209677419354839
1	461	240	8	62	.129032258064516
1	461	250	6	62	.0967741935483871
1	461	260	4	62	.0645161290322581
1	461	270	1	62	.0161290322580645
1	462	80	2	124	.0161290322580645
1	462	90	3	124	.0241935483870968
1	462	100	11	124	.0887096774193548
1	462	110	6	124	.0483870967741936
1	462	120	21	124	.169354838709677
1	462	130	18	124	.145161290322581
1	462	140	17	124	.137096774193548
1	462	150	20	124	.161290322580645
1	462	160	18	124	.145161290322581
1	462	170	7	124	.0564516129032258
1	462	180	1	124	.00806451612903226
1	463	70	15	62	.241935483870968
1	463	80	22	62	.354838709677419
1	463	90	21	62	.338709677419355
1	463	100	4	62	.0645161290322581
1	464	40	4	165	.0242424242424242
1	464	50	17	165	.103030303030303
1	464	60	15	165	.0909090909090909
1	464	70	38	165	.23030303030303
1	464	80	57	165	.345454545454545
1	464	90	34	165	.206060606060606
1	465	90	24	211	.113744075829384
1	465	100	76	211	.360189573459716
1	465	110	32	211	.151658767772512
1	465	120	22	211	.104265402843602
1	465	130	15	211	.0710900473933649
1	465	140	16	211	.0758293838862559
1	465	150	17	211	.0805687203791469
1	465	160	7	211	.033175355450237
1	465	170	1	211	.004739336492891
1	465	180	1	211	.004739336492891
1	466	140	1	76	.0131578947368421
1	466	150	1	76	.0131578947368421
1	466	160	1	76	.0131578947368421
1	466	170	6	76	.0789473684210526
1	466	180	2	76	.0263157894736842
1	466	190	5	76	.0657894736842105
1	466	200	4	76	.0526315789473684
1	466	210	8	76	.105263157894737
1	466	220	5	76	.0657894736842105
1	466	230	8	76	.105263157894737
1	466	240	4	76	.0526315789473684
1	466	250	4	76	.0526315789473684
1	466	260	8	76	.105263157894737
1	466	270	2	76	.0263157894736842
1	466	280	2	76	.0263157894736842
1	466	290	2	76	.0263157894736842
1	466	300	2	76	.0263157894736842
1	466	310	1	76	.0131578947368421
1	466	320	1	76	.0131578947368421
1	466	330	1	76	.0131578947368421
1	466	340	2	76	.0263157894736842
1	466	350	3	76	.0394736842105263
1	466	360	1	76	.0131578947368421
1	466	370	1	76	.0131578947368421
1	466	380	1	76	.0131578947368421
1	470	80	1	63	.0158730158730159
1	470	90	2	63	.0317460317460317
1	470	100	1	63	.0158730158730159
1	470	120	2	63	.0317460317460317
1	470	130	5	63	.0793650793650794
1	470	140	2	63	.0317460317460317
1	470	150	17	63	.26984126984127
1	470	160	9	63	.142857142857143
1	470	170	14	63	.222222222222222
1	470	180	7	63	.111111111111111
1	470	190	3	63	.0476190476190476
1	471	180	3	59	.0508474576271187
1	471	190	11	59	.186440677966102
1	471	200	13	59	.220338983050847
1	471	210	11	59	.186440677966102
1	471	220	8	59	.135593220338983
1	471	230	8	59	.135593220338983
1	471	240	4	59	.0677966101694915
1	471	250	1	59	.0169491525423729
1	472	90	5	88	.0568181818181818
1	472	100	12	88	.136363636363636
1	472	110	9	88	.102272727272727
1	472	120	3	88	.0340909090909091
1	472	130	6	88	.0681818181818182
1	472	140	19	88	.215909090909091
1	472	150	12	88	.136363636363636
1	472	160	12	88	.136363636363636
1	472	170	6	88	.0681818181818182
1	472	180	4	88	.0454545454545455
1	473	70	2	61	.0327868852459016
1	473	80	23	61	.377049180327869
1	473	90	36	61	.59016393442623
1	474	50	1	58	.0172413793103448
1	474	60	2	58	.0344827586206897
1	474	70	5	58	.0862068965517241
1	474	80	36	58	.620689655172414
1	474	90	13	58	.224137931034483
1	474	100	1	58	.0172413793103448
1	475	70	3	60	.05
1	475	80	23	60	.383333333333333
1	475	90	33	60	.55
1	475	100	1	60	.0166666666666667
1	476	100	6	86	.0697674418604651
1	476	110	9	86	.104651162790698
1	476	120	11	86	.127906976744186
1	476	130	9	86	.104651162790698
1	476	140	18	86	.209302325581395
1	476	150	17	86	.197674418604651
1	476	160	12	86	.13953488372093
1	476	170	3	86	.0348837209302326
1	476	180	1	86	.0116279069767442
1	477	70	1	98	.0102040816326531
1	477	80	1	98	.0102040816326531
1	477	90	11	98	.112244897959184
1	477	100	20	98	.204081632653061
1	477	110	31	98	.316326530612245
1	477	120	18	98	.183673469387755
1	477	130	10	98	.102040816326531
1	477	140	5	98	.0510204081632653
1	477	150	1	98	.0102040816326531
1	478	140	1	75	.0133333333333333
1	478	160	1	75	.0133333333333333
1	478	170	1	75	.0133333333333333
1	478	190	4	75	.0533333333333333
1	478	200	5	75	.0666666666666667
1	478	210	8	75	.106666666666667
1	478	220	12	75	.16
1	478	230	4	75	.0533333333333333
1	478	240	4	75	.0533333333333333
1	478	250	3	75	.04
1	478	260	3	75	.04
1	478	270	4	75	.0533333333333333
1	478	280	2	75	.0266666666666667
1	478	290	4	75	.0533333333333333
1	478	300	6	75	.08
1	478	310	3	75	.04
1	478	320	1	75	.0133333333333333
1	478	330	2	75	.0266666666666667
1	478	340	2	75	.0266666666666667
1	478	350	3	75	.04
1	478	360	1	75	.0133333333333333
1	478	380	1	75	.0133333333333333
1	480	40	2	154	.012987012987013
1	480	50	3	154	.0194805194805195
1	480	60	16	154	.103896103896104
1	480	70	20	154	.12987012987013
1	480	80	50	154	.324675324675325
1	480	90	59	154	.383116883116883
1	480	100	4	154	.025974025974026
1	481	80	2	173	.0115606936416185
1	481	90	11	173	.0635838150289017
1	481	100	38	173	.219653179190751
1	481	110	22	173	.127167630057803
1	481	120	29	173	.167630057803468
1	481	130	21	173	.121387283236994
1	481	140	8	173	.046242774566474
1	481	150	11	173	.0635838150289017
1	481	160	9	173	.0520231213872832
1	481	170	14	173	.0809248554913295
1	481	180	6	173	.0346820809248555
1	481	190	1	173	.00578034682080925
1	481	200	1	173	.00578034682080925
1	482	180	2	74	.027027027027027
1	482	190	4	74	.0540540540540541
1	482	200	4	74	.0540540540540541
1	482	210	7	74	.0945945945945946
1	482	220	13	74	.175675675675676
1	482	230	9	74	.121621621621622
1	482	240	7	74	.0945945945945946
1	482	250	7	74	.0945945945945946
1	482	260	8	74	.108108108108108
1	482	270	6	74	.0810810810810811
1	482	280	5	74	.0675675675675676
1	482	290	1	74	.0135135135135135
1	482	320	1	74	.0135135135135135
1	483	240	1	59	.0169491525423729
1	483	270	1	59	.0169491525423729
1	483	280	3	59	.0508474576271187
1	483	290	5	59	.0847457627118644
1	483	300	12	59	.203389830508475
1	483	310	9	59	.152542372881356
1	483	320	14	59	.23728813559322
1	483	330	7	59	.11864406779661
1	483	340	3	59	.0508474576271187
1	483	350	3	59	.0508474576271187
1	483	360	1	59	.0169491525423729
1	484	160	1	91	.010989010989011
1	484	170	2	91	.021978021978022
1	484	180	7	91	.0769230769230769
1	484	190	16	91	.175824175824176
1	484	200	17	91	.186813186813187
1	484	210	16	91	.175824175824176
1	484	220	20	91	.21978021978022
1	484	230	6	91	.0659340659340659
1	484	240	4	91	.043956043956044
1	484	250	2	91	.021978021978022
1	485	80	1	96	.0104166666666667
1	485	90	3	96	.03125
1	485	100	9	96	.09375
1	485	110	15	96	.15625
1	485	120	4	96	.0416666666666667
1	485	130	9	96	.09375
1	485	140	12	96	.125
1	485	150	8	96	.0833333333333333
1	485	160	10	96	.104166666666667
1	485	170	17	96	.177083333333333
1	485	180	4	96	.0416666666666667
1	485	190	4	96	.0416666666666667
1	490	40	4	97	.0412371134020619
1	490	50	10	97	.103092783505155
1	490	60	14	97	.144329896907216
1	490	70	12	97	.123711340206186
1	490	80	23	97	.237113402061856
1	490	90	27	97	.278350515463918
1	490	100	5	97	.0515463917525773
1	490	110	1	97	.0103092783505155
1	490	120	1	97	.0103092783505155
1	491	80	1	91	.010989010989011
1	491	90	4	91	.043956043956044
1	491	100	12	91	.131868131868132
1	491	110	8	91	.0879120879120879
1	491	120	12	91	.131868131868132
1	491	130	10	91	.10989010989011
1	491	140	6	91	.0659340659340659
1	491	150	3	91	.032967032967033
1	491	160	4	91	.043956043956044
1	491	170	9	91	.0989010989010989
1	491	180	10	91	.10989010989011
1	491	190	6	91	.0659340659340659
1	491	200	6	91	.0659340659340659
1	492	80	1	92	.0108695652173913
1	492	90	5	92	.0543478260869565
1	492	100	14	92	.152173913043478
1	492	110	12	92	.130434782608696
1	492	120	8	92	.0869565217391304
1	492	130	7	92	.0760869565217391
1	492	140	8	92	.0869565217391304
1	492	150	11	92	.119565217391304
1	492	160	7	92	.0760869565217391
1	492	170	5	92	.0543478260869565
1	492	180	6	92	.0652173913043478
1	492	190	5	92	.0543478260869565
1	492	200	2	92	.0217391304347826
1	492	210	1	92	.0108695652173913
1	493	40	2	84	.0238095238095238
1	493	50	6	84	.0714285714285714
1	493	60	14	84	.166666666666667
1	493	70	13	84	.154761904761905
1	493	80	29	84	.345238095238095
1	493	90	19	84	.226190476190476
1	493	100	1	84	.0119047619047619
1	494	30	2	60	.0333333333333333
1	494	40	12	60	.2
1	494	50	21	60	.35
1	494	60	9	60	.15
1	494	70	12	60	.2
1	494	80	3	60	.05
1	494	90	1	60	.0166666666666667
1	495	40	3	59	.0508474576271187
1	495	50	7	59	.11864406779661
1	495	60	12	59	.203389830508475
1	495	70	15	59	.254237288135593
1	495	80	13	59	.220338983050847
1	495	90	9	59	.152542372881356
